"ID;""TAG"";""RAW"";""TOKENS"";""NSW_TOKEN_INDEX"";""GOLD""",,,,,,,,,
"375;""NORD"";""Nevertheless", the English army, overseen by Queen Catherine," decisively defeated the Scots at the Battle of Flodden on 9 September 1513"";""21"";""18"";"""""
"376;""NORD"";""With the replacement of Julius by Pope Leo X"";""9"";""8"";""""",,,
"377;""NORD"";""Henry met Francis I on 7 June 1520 at the Field of the Cloth of Gold near Calais for a fortnight of lavish entertainment"";""24"";""5"";""""",,,
"378;""NORD"";""Sensing this", Henry decided to take England out of the war before his ally," signing the Treaty of the More on 30 August 1525"";""24"";""21"";""""",
"379;""NORD"";""It was this argument Henry took to Pope Clement VII in 1527 in the hope of having his marriage to Catherine annulled"";""22"";""9"";""""",,,
"380;""NRANGE"";""Certainly", by 1527 he had convinced himself that in marrying Catherine, his brother's wife," he had acted contrary to Leviticus 20:21"";""21"";""20"";"""""
"381;""NRANGE"";""The final of the 2012–13 tournament had the highest TV ratings to date"," drawing 360 million television viewers"";""18"";""4"";""""",,
"382;""NRANGE"";""Europe's strongest national leagues now provide up to four teams for the competition","[3] and will provide up to five teams from the 2015–16 season onwards"";""25"";""22"";""""",,
"383;""NRANGE"";""The reigning champions are Real Madrid"," who secured their twelfth title in the competition after defeating Juventus 4–1 in the 2017 final."";""22"";""17"";""""",,
"384;""NRANGE"";""The first edition of the European Cup took place during the 1955–56 season"";""13"";""11"";""""",,,
"385;""NRANGE"";""The 1959–60 season finale still holds the record for the most goals scored"," but the record is overshadowed by the 7–3 thrashing Eintracht Frankfurt received in Hampden Park"";""28"";""1"";""""",,
"386;""NRANGE"";""The 1959–60 season finale still holds the record for the most goals scored"," but the record is overshadowed by the 7–3 thrashing Eintracht Frankfurt received in Hampden Park"";""28"";""20"";""""",,
"387;""NRANGE"";""Los Merengues reign ended in the 1960–61 season when bitter rivals Barcelona dethroned them in the first round"";""18"";""6"";""""",,,
"388;""NRANGE"";""Barcelona themselves", however," would be defeated in the final by Portuguese side Benfica 3–2 at Wankdorf Stadium."";""17"";""13"";""""",
"389;""NRANGE"";""Benfica wanted to repeat Real Madrid's successful run of the 1950s after reaching the showpiece event of the 1962–63 European Cup",";21"";""18"";""""",,
"390;""NRANGE"";""Internazionale beat an ageing-Real Madrid 3–1 in the Ernst-Happel-Stadion to win the 1963–64 season and replicate their local-rival's success"";""19"";""5"";""""",,,
"391;""NRANGE"";""Internazionale beat an ageing-Real Madrid 3–1 in the Ernst-Happel-Stadion to win the 1963–64 season and replicate their local-rival's success"";""19"";""12"";""""",,,
"392;""NRANGE"";""In 2005–06"," Liverpool and Artmedia Bratislava became the first teams to reach the Champions League group stage after playing in all three qualifying rounds"";""24"";""1"";""""",,
"393;""NRANGE"";""In 2008–09"," both BATE Borisov and Anorthosis Famagusta achieved the same feat"";""12"";""1"";""""",,
"394;""NRANGE"";""Real Madrid holds the record for the most consecutive appearances in the group stage"," having qualified 19 times in a row (1997–2016)."";""22"";""21"";""""",,
"395;""NRANGE"";""They are followed by Manchester United on 18 (1996–2014)[43] and Arsenal on 18 (1998–2016)"";""14"";""8"";""""",,,
"396;""NRANGE"";""They are followed by Manchester United on 18 (1996–2014)[43] and Arsenal on 18 (1998–2016)"";""14"";""13"";""""",,,
"397;""NRANGE"";""In May 2012", Tottenham Hotspur finished fourth in the Premier League, two places ahead of Chelsea," but failed to qualify for the 2012–13 Champions League"";""25"";""22"";"""""
"398;""NRANGE"";""Tottenham were demoted to the Europa League for the 2012–13 season"";""11"";""9"";""""",,,
"399;""NRANGE"";""In May 2013",[48] it was decided that, starting from the 2015–16 season (and continuing at least for the three-year cycle until the 2017–18 season)," the winners of the previous season's UEFA Europa League would qualify for the UEFA Champions League"";""40"";""10"";"""""
"400;""NRANGE"";""In May 2013",[48] it was decided that, starting from the 2015–16 season (and continuing at least for the three-year cycle until the 2017–18 season)," the winners of the previous season's UEFA Europa League would qualify for the UEFA Champions League"";""40"";""22"";"""""
"401;""NRANGE"";""Starting with the 2015–16 edition"," the winners of the UEFA Europa League will be entered into the Champions League"";""19"";""3"";""""",,
"402;""NRANGE"";""Future distribution (from 2018–19)"";""4"";""3"";""""",,,
"403;""NRANGE"";""As of 2016–17"," the fixed amount of prize money paid to the clubs is as follows"";""16"";""2"";""""",,
"404;""NRANGE"";""As no club will win the UEFA Champions League in 2016–17 without dropping points in the group stage"," no club will earn this much of money."";""26"";""10"";""""",,
"405;""NRANGE"";""For the 2014–15 season", Juventus, who were the runners-up," earned nearly €89.1 million in total"";""15"";""2"";"""""
"406;""NRANGE"";""From the 2012–13 knockout phase", UEFA used LED advertising hoardings installed in knock-out participant stadiums," including the final stage"";""19"";""2"";""""",
"407;""NRANGE"";""From the 2015–16 season onwards"," UEFA has used such hoardings from the play-off round until the final"";""17"";""2"";""""",,
"408;""NRANGE"";""Rangers played French sides Auxerre and Strasbourg in the 1996–97 Champions League and the UEFA Cup"";""16"";""9"";""""",,,
"409;""NRANGE"";""The first player to achieve the feat was Juul Ellerman"," who scored three times for PSV Eindhoven in a 6–0 victory over FK Vilnius on 16 September 1992"";""28"";""19"";""""",,
"410;""NRANGE"";""The club has spent its entire history", with the exception of the 1980–81 and 1982–83 seasons, in the top flight of Italian football," known as Serie A since 1929–30"";""29"";""12"";"""""
"411;""NRANGE"";""The club has spent its entire history", with the exception of the 1980–81 and 1982–83 seasons, in the top flight of Italian football," known as Serie A since 1929–30"";""29"";""14"";"""""
"412;""NRANGE"";""The club has spent its entire history", with the exception of the 1980–81 and 1982–83 seasons, in the top flight of Italian football," known as Serie A since 1929–30"";""29"";""28"";"""""
"413;""NRANGE"";""Following these events"," Milan did not manage to win a single domestic title until 1950–51"";""15"";""14"";""""",,
"414;""NRANGE"";""In 1998–99", after a two-year period of decline," Milan lifted its 16th championship in the club's centenary season"";""18"";""1"";""""",
"415;""NRANGE"";""The team then won the Scudetto in 2003–04 before reaching the 2005 Champions League final"";""15"";""7"";""""",,,
"416;""NRANGE"";""As a result"," Milan was initially punished with a 15-point deduction and was banned from the 2006–07 UEFA Champions League"";""20"";""16"";"""""
"417;""NRANGE"";""Milan recaptured the Scudetto in the 2010–11 Serie A season"," their first since the 2003–04 season"";""16"";""6"";"""""
"418;""NRANGE"";""Milan recaptured the Scudetto in the 2010–11 Serie A season"," their first since the 2003–04 season"";""16"";""14"";"""""
"419;""NRANGE"";""Brothers Giuseppe (left) and Franco (right) Baresi face each other in the 1979–80 Milan derby"";""15"";""12"";""""",
"420;""NRANGE"";""It had the ninth highest average attendance of European football clubs during the 2010–11 season"";""15"";""13"";""""",
"421;""NRANGE"";""Flares are commonly present and contribute to the spectacle but they have occasionally led to problems"," including the abandonment of the second leg of the 2004–05 Champions League quarter-final match"";""30"";""25"";"""""
"422;""NTEL"";""call us on Tel: 800-279-1693"";""5"";""4"";""""",
"423;""NTEL"";""please call us on (905) 513-7480"";""6"";""4"";""""",
"424;""NTEL"";""s please call us on (905) 513-7480"";""7"";""6"";""""",
"425;""NTEL"";""call us on our toll free number at 1-800-465-1098"";""9"";""8"";""""",
"426;""NTEL"";""call us on 0800 840 4929"";""6"";""3"";""""",
"427;""NTEL"";""call us on 0800 840 4929"";""6"";""4"";""""",
"428;""NTEL"";""call us on 0800 840 4929"";""6"";""5"";""""",
"429;""NTEL"";""please call us on 0845 3000 000 (for Credit Cards PIN orders call 0845 606 2172"";""16"";""4"";""""",
"430;""NTEL"";""please call us on 0845 3000 000 (for Credit Cards PIN orders call 0845 606 2172"";""16"";""5"";""""",
"431;""NTEL"";""please call us on 0845 3000 000 (for Credit Cards PIN orders call 0845 606 2172"";""16"";""6"";""""",
"432;""NTEL"";""please call us on 0845 3000 000 (for Credit Cards PIN orders call 0845 606 2172"";""16"";""13"";"""""
"433;""NTEL"";""please call us on 0845 3000 000 (for Credit Cards PIN orders call 0845 606 2172"";""16"";""14"";"""""
"434;""NTEL"";""please call us on 0845 3000 000 (for Credit Cards PIN orders call 0845 606 2172"";""16"";""15"";"""""
"435;""NTEL"";""Call us on 020 7724 2389"";""6"";""3"";"""""
"436;""NTEL"";""Call us on 020 7724 2389"";""6"";""4"";"""""
"437;""NTEL"";""Call us on 020 7724 2389"";""6"";""5"";"""""
"438;""NTEL"";""call us on 0300 555 0333"";""6"";""3"";"""""
"439;""NTEL"";""call us on 0300 555 0333"";""6"";""4"";"""""
"440;""NTEL"";""call us on 0300 555 0333"";""6"";""5"";"""""
"441;""NTEL"";""call us on 0141 300 3264"";""6"";""3"";"""""
"442;""NTEL"";""call us on 0141 300 3264"";""6"";""4"";"""""
"443;""NTEL"";""call us on 0141 300 3264"";""6"";""5"";"""""
"444;""NTEL"";""call us on 0871 882 0000"";""6"";""3"";"""""
"445;""NTEL"";""call us on 0871 882 0000"";""6"";""4"";"""""
"446;""NTEL"";""call us on 0871 882 0000"";""6"";""5"";"""""
"447;""NTEL"";""Call us on 0808 800 4104 for more details"";""9"";""3"";"""""
"448;""NTEL"";""Call us on 0808 800 4104 for more details"";""9"";""4"";"""""
"449;""NTEL"";""Call us on 0808 800 4104 for more details"";""9"";""5"";"""""
"450;""NTEL"";""please call us on 020 7493 2521"";""7"";""4"";"""""
"451;""NTEL"";""please call us on 020 7493 2521"";""7"";""5"";"""""
"452;""NTEL"";""please call us on 020 7493 2521"";""7"";""6"";"""""
"453;""NTEL"";""Call us on +44 (0) 8450 944919"";""7"";""3"";"""""
"454;""NTEL"";""Call us on +44 (0) 8450 944919"";""7"";""4"";"""""
"455;""NTEL"";""Call us on +44 (0) 8450 944919"";""7"";""5"";"""""
"456;""NTEL"";""Call us on +44 (0) 8450 944919"";""7"";""6"";"""""
"457;""NTEL"";""call us on +44 (0) 845 300 8090"";""8"";""3"";"""""
"458;""NTEL"";""call us on +44 (0) 845 300 8090"";""8"";""4"";"""""
"459;""NTEL"";""call us on +44 (0) 845 300 8090"";""8"";""5"";"""""
"460;""NTEL"";""call us on +44 (0) 845 300 8090"";""8"";""6"";"""""
"461;""NTEL"";""call us on +44 (0) 845 300 8090"";""8"";""7"";"""""
"462;""NTEL"";""Call us on +44 (0) 845 300 80 90"";""9"";""3"";"""""
"463;""NTEL"";""Call us on +44 (0) 845 300 80 90"";""9"";""4"";"""""
"464;""NTEL"";""Call us on +44 (0) 845 300 80 90"";""9"";""5"";""""",,
"465;""NTEL"";""Call us on +44 (0) 845 300 80 90"";""9"";""6"";""""",,
"466;""NTEL"";""Call us on +44 (0) 845 300 80 90"";""9"";""7"";""""",,
"467;""NTEL"";""Call us on +44 (0) 845 300 80 90"";""9"";""8"";""""",,
"468;""NTEL"";""call us on 01980 846459"";""5"";""3"";""""",,
"469;""NTEL"";""call us on 01980 846459"";""5"";""4"";""""",,
"470;""NTEL"";""call us on 0207 008 0151."";""6"";""3"";""""",,
"471;""NDIG"";""Call 911"";""2"";""1"";""""",,
"472;""NDIG"";""Call 999"";""2"";""1"";""""",,
"473;""NDIG"";""Text 288291"";""2"";""1"";""""",,
"474;""NDIG"";""Minneapolis"," MN 55416"";""3"";""2"";""""",
"475;""NDIG"";""PO Box 107050", Albany," NY 12201-7050"";""6"";""2"";"""""
"476;""NDIG"";""PO Box 107050", Albany," NY 12201-7050"";""6"";""5"";"""""
"477;""NDIG"";""PO Box 17727", Eagle River," AK 99577-0727"";""7"";""2"";"""""
"478;""NDIG"";""PO Box 17727", Eagle River," AK 99577-0727"";""7"";""6"";"""""
"479;""NDIG"";""PO Box 77", Juneau," AK 99750-007"";""6"";""2"";"""""
"480;""NDIG"";""Washington"," DC 20521-9000"";""3"";""2"";""""",,,,,
"481;""NDIG"";""Examples of private address unique ZIP Codes include the headquarters of Wal-Mart (72716) and the Empire State Building (10118)"";""19"";""12"";""""",,,,,,
"482;""NDIG"";""Examples of private address unique ZIP Codes include the headquarters of Wal-Mart (72716) and the Empire State Building (10118)"";""19"";""18"";""""",,,,,,
"483;""NDIG"";""An example of a PO Box only ZIP Code is 22313", which is used for PO Boxes at the main post office in Alexandria," Virginia"";""25"";""10"";""""",,,,
"484;""NDIG"";""In the area surrounding that post office", home and business mail delivery addresses use ZIP Code 22314," which is thus a Standard ZIP Code"";""24"";""16"";""""",,,,
"485;""NDIG"";""ZIP Code 42223 serves Fort Campbell", which spans Christian County, Kentucky and Montgomery County, Tennessee, and ZIP Code 97635 includes portions of Lake County, Oregon and Modoc County," California"";""29"";""2"";"""""
"486;""NDIG"";""ZIP Code 42223 serves Fort Campbell", which spans Christian County, Kentucky and Montgomery County, Tennessee, and ZIP Code 97635 includes portions of Lake County, Oregon and Modoc County," California"";""29"";""18"";"""""
"487;""NDIG"";""For example", 739 in Oklahoma is assigned to Liberal, Kansas; 865 in Arizona is assigned to Gallup, New Mexico; and 961 in California to Reno," Nevada"";""26"";""2"";""""",,
"488;""NDIG"";""For example", 739 in Oklahoma is assigned to Liberal, Kansas; 865 in Arizona is assigned to Gallup, New Mexico; and 961 in California to Reno," Nevada"";""26"";""10"";""""",,
"489;""NDIG"";""For example", 739 in Oklahoma is assigned to Liberal, Kansas; 865 in Arizona is assigned to Gallup, New Mexico; and 961 in California to Reno," Nevada"";""26"";""20"";""""",,
"490;""NDIG"";""Other low ZIP Codes are 00601 for Adjuntas", Puerto Rico; 01001 for Agawam, Massachusetts, and the zip codes 01002 and 01003 for Amherst, Massachusetts; 01002 is used for mail in town," while 01003 is reserved for the University of Massachusetts Amherst."";""41"";""5"";""""",
"491;""NDIG"";""Other low ZIP Codes are 00601 for Adjuntas", Puerto Rico; 01001 for Agawam, Massachusetts, and the zip codes 01002 and 01003 for Amherst, Massachusetts; 01002 is used for mail in town," while 01003 is reserved for the University of Massachusetts Amherst."";""41"";""10"";""""",
"492;""NDIG"";""Other low ZIP Codes are 00601 for Adjuntas", Puerto Rico; 01001 for Agawam, Massachusetts, and the zip codes 01002 and 01003 for Amherst, Massachusetts; 01002 is used for mail in town," while 01003 is reserved for the University of Massachusetts Amherst."";""41"";""18"";""""",
"493;""NDIG"";""Other low ZIP Codes are 00601 for Adjuntas", Puerto Rico; 01001 for Agawam, Massachusetts, and the zip codes 01002 and 01003 for Amherst, Massachusetts; 01002 is used for mail in town," while 01003 is reserved for the University of Massachusetts Amherst."";""41"";""20"";""""",
"494;""NDIG"";""Other low ZIP Codes are 00601 for Adjuntas", Puerto Rico; 01001 for Agawam, Massachusetts, and the zip codes 01002 and 01003 for Amherst, Massachusetts; 01002 is used for mail in town," while 01003 is reserved for the University of Massachusetts Amherst."";""41"";""24"";""""",
"495;""NDIG"";""Other low ZIP Codes are 00601 for Adjuntas", Puerto Rico; 01001 for Agawam, Massachusetts, and the zip codes 01002 and 01003 for Amherst, Massachusetts; 01002 is used for mail in town," while 01003 is reserved for the University of Massachusetts Amherst."";""41"";""32"";""""",
"496;""NDIG"";""The numbers increase southward along the East Coast", such as 02115 (Boston), 10001 (New York City), 19103 (Philadelphia), 20008 (Washington, D.C.), 30303 (Atlanta) and 33130 (Miami) (these are only examples," as each of these cities contain several ZIP Codes in the same range)."";""43"";""10"";""""",,,
"497;""NDIG"";""The numbers increase southward along the East Coast", such as 02115 (Boston), 10001 (New York City), 19103 (Philadelphia), 20008 (Washington, D.C.), 30303 (Atlanta) and 33130 (Miami) (these are only examples," as each of these cities contain several ZIP Codes in the same range)."";""43"";""12"";""""",,,
"498;""NDIG"";""The numbers increase southward along the East Coast", such as 02115 (Boston), 10001 (New York City), 19103 (Philadelphia), 20008 (Washington, D.C.), 30303 (Atlanta) and 33130 (Miami) (these are only examples," as each of these cities contain several ZIP Codes in the same range)."";""43"";""16"";""""",,,
"499;""NDIG"";""The numbers increase southward along the East Coast", such as 02115 (Boston), 10001 (New York City), 19103 (Philadelphia), 20008 (Washington, D.C.), 30303 (Atlanta) and 33130 (Miami) (these are only examples," as each of these cities contain several ZIP Codes in the same range)."";""43"";""18"";""""",,,
"500;""NDIG"";""The numbers increase southward along the East Coast", such as 02115 (Boston), 10001 (New York City), 19103 (Philadelphia), 20008 (Washington, D.C.), 30303 (Atlanta) and 33130 (Miami) (these are only examples," as each of these cities contain several ZIP Codes in the same range)."";""43"";""21"";""""",,,
"501;""NDIG"";""The numbers increase southward along the East Coast", such as 02115 (Boston), 10001 (New York City), 19103 (Philadelphia), 20008 (Washington, D.C.), 30303 (Atlanta) and 33130 (Miami) (these are only examples," as each of these cities contain several ZIP Codes in the same range)."";""43"";""24"";""""",,,
"502;""NDIG"";""For example", 40202 is in Louisville, 50309 in Des Moines, 60601 in Chicago, 63101 in St. Louis, 77063 in Houston, 80202 in Denver, 94111 in San Francisco, 98101 in Seattle, and 99950 in Ketchikan," Alaska (the highest ZIP Code)."";""39"";""2"";"""""
"503;""NDIG"";""For example", 40202 is in Louisville, 50309 in Des Moines, 60601 in Chicago, 63101 in St. Louis, 77063 in Houston, 80202 in Denver, 94111 in San Francisco, 98101 in Seattle, and 99950 in Ketchikan," Alaska (the highest ZIP Code)."";""39"";""6"";"""""
"504;""NDIG"";""For example", 40202 is in Louisville, 50309 in Des Moines, 60601 in Chicago, 63101 in St. Louis, 77063 in Houston, 80202 in Denver, 94111 in San Francisco, 98101 in Seattle, and 99950 in Ketchikan," Alaska (the highest ZIP Code)."";""39"";""10"";"""""
"505;""NDIG"";""For example", 40202 is in Louisville, 50309 in Des Moines, 60601 in Chicago, 63101 in St. Louis, 77063 in Houston, 80202 in Denver, 94111 in San Francisco, 98101 in Seattle, and 99950 in Ketchikan," Alaska (the highest ZIP Code)."";""39"";""13"";"""""
"506;""NTIME"";""5pm"";""1"";""0"";""""",,,,,,,,,,
"507;""NTIME"";""13:00"";""1"";""0"";""""",,,,,,,,,,
"508;""NTIME"";""1p"";""1"";""0"";""""",,,,,,,,,,
"509;""NTIME"";""3pm"";""1"";""0"";""""",,,,,,,,,,
"510;""NTIME"";""2359"";""1"";""0"";""""",,,,,,,,,,
"511;""NTIME"";""23:59"";""1"";""0"";""""",,,,,,,,,,
"512;""NTIME"";""11.01"";""1"";""0"";"""""
"513;""NTIME"";""11.11"";""1"";""0"";"""""
"514;""NTIME"";""11:11"";""1"";""0"";"""""
"515;""NTIME"";""11:11am"";""1"";""0"";"""""
"516;""NTIME"";""11:11pm"";""1"";""0"";"""""
"517;""NTIME"";""23:11"";""1"";""0"";"""""
"518;""NTIME"";""06:52"";""1"";""0"";"""""
"519;""NTIME"";""6:52am"";""1"";""0"";"""""
"520;""NTIME"";""7.05pm"";""1"";""0"";"""""
"521;""NTIME"";""7.30pm"";""1"";""0"";"""""
"522;""NTIME"";""10pm"";""1"";""0"";"""""
"523;""NTIME"";""10am"";""1"";""0"";"""""
"524;""NTIME"";""6:15"";""1"";""0"";"""""
"525;""NTIME"";""5:45"";""1"";""0"";"""""
"526;""NTIME"";""6:30"";""1"";""0"";"""""
"527;""NTIME"";""19.08"";""1"";""0"";"""""
"528;""NTIME"";""22:35"";""1"";""0"";"""""
"529;""NTIME"";""22:36pm"";""1"";""0"";"""""
"530;""NTIME"";""5.05"";""1"";""0"";"""""
"531;""NTIME"";""6AM"";""1"";""0"";"""""
"532;""NTIME"";""9PM"";""1"";""0"";"""""
"533;""NTIME"";""9:09"";""1"";""0"";"""""
"534;""NTIME"";""9:59:59"";""1"";""0"";"""""
"535;""NTIME"";""11:00:30"";""1"";""0"";"""""
"536;""NDATE"";""20/1/1993"";""1"";""0"";"""""
"537;""NDATE"";""14–11–2005"";""1"";""0"";"""""
"538;""NDATE"";""14.11.05"";""1"";""0"";"""""
"539;""NDATE"";""4/7/2000"";""1"";""0"";"""""
"540;""NDATE"";""7/4/2000"";""1"";""0"";"""""
"541;""NDATE"";""2017-06-09"";""1"";""0"";"""""
"542;""NDATE"";""09.06.00"";""1"";""0"";"""""
"543;""NDATE"";""09.06.2000"";""1"";""0"";"""""
"544;""NDATE"";""09/06/2000"";""1"";""0"";"""""
"545;""NDATE"";""9/6/00"";""1"";""0"";"""""
"546;""NDATE"";""9/6/2017"";""1"";""0"";"""""
"547;""NDATE"";""09/06"";""1"";""0"";"""""
"548;""NDATE"";""09/06/17"";""1"";""0"";"""""
"549;""NDATE"";""07-07-17"";""1"";""0"";"""""
"550;""NDATE"";""11-11-2011"";""1"";""0"";"""""
"551;""NDATE"";""11.11.2011"";""1"";""0"";"""""
"552;""NDATE"";""2011.11.01"";""1"";""0"";"""""
"553;""NDATE"";""2017-06-09"";""1"";""0"";"""""
"554;""NDATE"";""1.1.2011"";""1"";""0"";"""""
"555;""NDATE"";""1.1.11"";""1"";""0"";"""""
"556;""NDATE"";""1-1-2011"";""1"";""0"";"""""
"557;""NDATE"";""1/1/2011"";""1"";""0"";"""""
"558;""NDATE"";""2011/01/01"";""1"";""0"";"""""
"559;""NDATE"";""2011-01-01"";""1"";""0"";"""""
"560;""NDATE"";""24-12-2016"";""1"";""0"";"""""
"561;""NDATE"";""12-24-2016"";""1"";""0"";"""""
"562;""NDATE"";""12-24"";""1"";""0"";"""""
"563;""NDATE"";""12/24"";""1"";""0"";"""""
"564;""NDATE"";""24/12"";""1"";""0"";"""""
"565;""NDATE"";""24/12/16"";""1"";""0"";"""""
"566;""NDATE"";""24/12/2016"";""1"";""0"";"""""
"567;""NDATE"";""24.12.2016"";""1"";""0"";"""""
"568;""NDATE"";""24.12.16"";""1"";""0"";"""""
"569;""NDATE"";""2016-12-24"";""1"";""0"";"""""
"570;""NDATE"";""01.01.1066"";""1"";""0"";"""""
"571;""NDATE"";""1.1.1066"";""1"";""0"";"""""
"572;""NDATE"";""9-11"";""1"";""0"";"""""
"573;""NDATE"";""9/11"";""1"";""0"";"""""
"574;""NDATE"";""9.11"";""1"";""0"";"""""
"575;""NDATE"";""9.11.01"";""1"";""0"";"""""
"576;""NDATE"";""09.11.01"";""1"";""0"";""""",,,
"577;""NDATE"";""09/11/2001"";""1"";""0"";""""",,,
"578;""NDATE"";""9/11/2011"";""1"";""0"";""""",,,
"579;""NDATE"";""9-11-2001"";""1"";""0"";""""",,,
"580;""NDATE"";""11.09.2001"";""1"";""0"";""""",,,
"581;""NDATE"";""11.9.2001"";""1"";""0"";""""",,,
"582;""NDATE"";""11/9/2001"";""1"";""0"";""""",,,
"583;""NDATE"";""11/09/01"";""1"";""0"";""""",,,
"584;""NDATE"";""25.4.80"";""1"";""0"";""""",,,
"585;""NDATE"";""25/04/80"";""1"";""0"";""""",,,
"586;""NADDR"";""29 Wuming Rd"";""3"";""0"";""""",,,
"587;""NADDR"";""Apartment 5005", no. 7, lane 31," Wuming Rd"";""8"";""1"";"""""
"588;""NADDR"";""Apartment 5005", no. 7, lane 31," Wuming Rd"";""8"";""3"";"""""
"589;""NADDR"";""Apartment 5005", no. 7, lane 31," Wuming Rd"";""8"";""5"";"""""
"590;""NADDR"";""10 Downing Street"";""3"";""0"";""""",,,
"591;""NADDR"";""124 High Road"";""3"";""0"";""""",,,
"592;""NADDR"";""Via dei Servi 21r"";""4"";""3"";""""",,
"593;""NADDR"";""Hlavní 20/7"";""2"";""1"";""""",,
"594;""NADDR"";""Нахимова"," 14/41"";""2"";""1"";""""",
"595;""NADDR"";""Moscow Street", plot 23," building 2"";""6"";""3"";"""""
"596;""NADDR"";""Moscow Street", plot 23," building 2"";""6"";""5"";"""""
"597;""NADDR"";""Leo Tolstoy Street", plot 14," building b"";""7"";""4"";"""""
"598;""NADDR"";""77220 Overseas Highway"";""3"";""0"";""""",,
"599;""NADDR"";""98th St SW"," San Mateo Blvd NE"";""7"";""0"";""""",
"600;""NADDR"";""7th Street NW"";""3"";""0"";""""",,
"601;""NADDR"";""221b Baker St"";""3"";""0"";""""",,
"602;""NADDR"";""46 Harley Street"";""3"";""0"";""""",,
"603;""NADDR"";""32 Windsor Gardens…"";""3"";""0"";""""",,
"604;""NADDR"";""186 Fleet Street…"";""3"";""0"";""""",,
"605;""NADDR"";""17 Cherry Tree Lane…"";""4"";""0"";""""",,
"606;""NADDR"";""7 Savile Row"," Burlington Gardens…"";""5"";""0"";""""",
"607;""NADDR"";""165 Eaton Place"";""3"";""0"";""""",,
"608;""NADDR"";""28 Dean Street"";""3"";""0"";""""",,
"609;""NADDR"";""187 North Gower Stree"";""4"";""0"";""""",,
"610;""NADDR"";""4 Christchurch Street"";""3"";""0"";""""",,
"611;""NADDR"";""1 Buckingham Place"";""3"";""0"";""""",,
"612;""NADDR"";""5 Westminster Mews & 3 Stable Mews"";""7"";""0"";""""",,
"613;""NADDR"";""5 Westminster Mews & 3 Stable Mews"";""7"";""4"";""""",,
"614;""NADDR"";""No. 10"," Downing Street"";""4"";""1"";""""",
"615;""NADDR"";""112 ½ Beacon Street"," Boston"";""5"";""0"";""""",
"616;""NADDR"";""30 Kelsall Street"," Liverpool"";""4"";""0"";""""",
"617;""NADDR"";""9764 Jeopardy Lane"," Chicago IL"";""5"";""0"";""""",
"618;""NADDR"";""705 Hauser Street"";""3"";""0"";""""",,
"619;""NADDR"";""518 Crestview Drive", Beverly Hills," CA"";""6"";""0"";"""""
"620;""NADDR"";""565 N Clinton Drive", Milwaukee," WI"";""6"";""0"";"""""
"621;""NADDR"";""1313 Webfoot Walk", Duckburg," Calisota"";""5"";""0"";"""""
"622;""NADDR"";""4 Privet Drive"";""3"";""0"";""""",,
"623;""NADDR"";""1060 West Addison Street", Chicago," IL"";""6"";""0"";"""""
"624;""NADDR"";""740 Evergreen Terrace"," Springfield"";""4"";""0"";""""",,,,,
"625;""NADDR"";""31 Spooner Street", Quahog," RI"";""5"";""0"";""""",,,,
"626;""NADDR"";""84 Rainey Street", Arlen," TX"";""5"";""0"";""""",,,,
"627;""NADDR"";""Apt 56B", Whitehaven Mansions, Sandhurst Sq," London"";""7"";""1"";""""",,,
"628;""NADDR"";""425 Grove Street", Apt 20, New York," NY"";""8"";""0"";""""",,,
"629;""NADDR"";""425 Grove Street", Apt 20, New York," NY"";""8"";""4"";""""",,,
"630;""NADDR"";""1000 Mammon Lane"," Springfield"";""4"";""0"";""""",,,,,
"631;""NADDR"";""1020 Palm Drive", Cocoa Beach," FL"";""6"";""0"";""""",,,,
"632;""NADDR"";""32 Windsor Gardens"," London"";""4"";""0"";""""",,,,,
"633;""NADDR"";""4355 Wisteria Lane"," Fairview"";""4"";""0"";""""",,,,,
"634;""NADDR"";""12 Grimmauld Place", London," UK"";""5"";""0"";""""",,,,
"635;""NADDR"";""124 Conch Street"," Bikini Bottom"";""5"";""0"";""""",,,,,
"636;""MONEY"";""The record is currently held by Paul Pogba who", in 2016," rejoined English club Manchester United for £89 million from Italian club Juventus"";""23"";""17"";""""",,,,
"637;""MONEY"";""The first player to ever be transferred for a fee of over £100 was Scottish striker Willie Groves when he made the switch from West Bromwich Albion to Aston Villa in 1893"";""32"";""12"";""""",,,,,,
"638;""MONEY"";""Subsequently", David Jack was transferred for a world record fee when Arsenal paid £10,890 to Bolton for his services, after Bolton had asked for £13,0, which was double the previous record made when Sunderland signed Burnley's Bob Kelly a fee of for £6,"500"";""43"";""13"";"""""
"639;""MONEY"";""Subsequently", David Jack was transferred for a world record fee when Arsenal paid £10,890 to Bolton for his services, after Bolton had asked for £13,0, which was double the previous record made when Sunderland signed Burnley's Bob Kelly a fee of for £6,"500"";""43"";""24"";"""""
"640;""MONEY"";""Subsequently", David Jack was transferred for a world record fee when Arsenal paid £10,890 to Bolton for his services, after Bolton had asked for £13,0, which was double the previous record made when Sunderland signed Burnley's Bob Kelly a fee of for £6,"500"";""43"";""42"";"""""
"641;""MONEY"";""His 1932 transfer from Tigre to River Plate cost £23k","[6] and the record would last for 17 years (the longest the record has lasted) until it was broken by Manchester United's sale of Johnny Morris to Derby County for £24k in March 1949"";""43"";""9"";""""",,,,,
